Original HS Code,Original HS Classification,Description in Original Classification,Consolidated HS code
630319,2007,"Curtains (incl. drapes) & interior blinds, knitted/crocheted; curtain/bed valances, knitted/crocheted, of other textile materials, other than of synthetic fibres",630311
630619,1996,"Tarpaulins, awnings and sunblinds :-- Of other textile materials",630611
630619,2002,Of other textile materials,630611
630619,2007,"Tarpaulins, awnings & sunblinds, of other textile materials, other than of synthetic fibres",630611
630629,1996,Tents :-- Of other textile materials,630621
630629,2002,Of other textile materials,630621
630629,2007,"Tents, Of other textile materials, other than of synthetic fibres",630621
630631,1996,Sails :-- Of synthetic fibres,630630
630631,2002,Of synthetic fibres,630630
630639,1996,Sails :-- Of other textile materials,630630
630639,2002,Of other textile materials,630630
630641,1996,Pneumatic mattresses :-- Of cotton,630640
630641,2002,Of cotton,630640
630649,1996,Pneumatic mattresses :-- Of other textile materials,630640
630649,2002,Of other textile materials,630640
640199,1996,Other footwear :-- Other,640191
640199,2002,Other,640191
640199,2007,"Other Waterproof footwear with outer soles & uppers of rubber/plastics (excld. of 6401.10), other n.e.s. in 64.01",640191
640291,1996,Other footwear :-- Covering the ankle,640230
640291,2002,Covering the ankle,640230
640291,2007,"Other footwear with outer soles & uppers of rubber/plastics, covering the ankle.",640230
640299,1996,Other footwear :-- Other,640230
640299,2002,Other,640230
640299,2007,"Other footwear with outer soles & uppers of rubber/plastics, not covering the ankle.",640230
640391,1996,Other footwear :-- Covering the ankle,640330
640391,2002,#NAME?,640330
640391,2007,"Other footwear without outer soles of  leather, covering the ankle.",640330
640399,1996,Other footwear :-- Other,640330
640399,2002,#NAME?,640330
640399,2007,"Other footwear without  outer soles of  leather, not covering the ankle.",640330
650590,1996,Other,650300
650590,2002,Other,650300
650590,2007,"Other hats & other headgear, knitted/crocheted,/made up from lace, felt/other textile fabric, whether/not lined/trimmed; other than hair-nets.",650300
650699,1996,Other :-- Of other materials,650692
650699,2002,Of other materials,650692
650699,2007,"Headgear, other than safety headgear, of other materials, other than of rubber/plastics, whether/not PURS/not lined/trimmed (excl. of 6506.10)",650692
660390,1996,Other,660310
660390,2002,Other,660310
660390,2007,"Other parts, trimmings & accessories of articles of heading 66.01/66.02., other than umbrella frames, incl. frames mounted on shafts (sticks)",660310
680229,1996,"Other monumental or building stone and articles thereof, simply cut or sawn, with a flat or even surface :-- Other stone",680222
680229,2002,Other stone,680222
680229,2007,"Worked monumental/building stone & articles thereof (excl. goods of 68.01), simply cut/sawn, with a flat/even surface (excl. of 6802.10), of other stone, other than of granite/marble/travertine/alabaster",680222
681120,1996,"Other sheets, panels, tiles and similar articles",681110
681120,2002,"Other sheets, panels, tiles and similar articles",681110
681130,1996,"Tubes, pipes and tube or pipe fittings",681110
681130,2002,"Tubes, pipes and tube or pipe fittings",681110
681140,2007,"Articles of asbestos-cement, of cellulose fibre-cement/the like, containing asbestos.",681110
681181,2007,"Corrugated sheets, not containing asbestos.",681110
681182,2007,"Other sheets, panels, tiles & similar articles, other than corrugated sheets, not containing asbestos.",681110
681183,2007,"Tubes, pipes & tube/pipe fittings, other than other sheets, panels, tiles & corrugated sheets, not containing asbestos.",681110
681189,2007,"Other articles of asbestos-cement, of cellulose fibre-cement/the like, not containing asbestos, other than corrugated sheets/tubes/pipes/pipe fittings.",681110
681190,1996,0ther articles,681110
681190,2002,Other articles,681110
681210,1996,Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate,681250
681220,1996,Yarn and thread,681250
681230,1996,"Cords and string, whether or not plaited",681250
681240,1996,Woven or knitted fabric,681250
681260,1996,"Paper, millboard and felt",681250
681260,2002,"Paper, millboard and felt",681250
681270,1996,"Compressed asbestos fibre jointing, in sheets or rolls",681250
681270,2002,"Compressed asbestos fibre jointing, in sheets or rolls",681250
681280,2007,"Fabricated asbestos fibres; mixtures with a basis of asbestos/with a basis of asbestos & magnesium carbonate; articles of such mixtures/of asbestos (eg. thread, woven fabric, clothing, headgear, footwear, gaskets), whether/not reinforcededed, o",681250
681290,1996,Other,681250
681290,2002,Other,681250
681291,2007,"Other fabricated asbestos fibres; mixtures with a basis of asbestos/with a basis of asbestos & magnesium carbonate; articles of such mixtures/of asbestos (eg. thread, woven fabric, clothing, headgear, footwear, gaskets), whether/not reinforcede",681250
681292,2007,"Other fabricated asbestos fibres; mixtures with a basis of asbestos/with a basis of asbestos & magnesium carbonate; articles of such mixtures/of asbestos (eg. thread, woven fabric, clothing, headgear, footwear, gaskets), whether/not reinforcede",681250
681293,2007,"Other fabricated asbestos fibres; mixtures with a basis of asbestos/with a basis of asbestos & magnesium carbonate; articles of such mixtures/of asbestos (eg. thread, woven fabric, clothing, headgear, footwear, gaskets), whether/not reinforcede",681250
681320,2007,"Friction material & articles thereof (eg. sheets, rolls, strips, segments, discs, washers, pads), not mounted, for brakes, for clutches/the like, with a basis of asbestos, of other mineral substances/of cellulose, whether/not combined with text",681310
681381,2007,"Friction material & articles thereof (eg. sheets, rolls, strips, segments, discs, washers, pads), not mounted, for brakes, for clutches/the like, with a basis of asbestos, of other mineral substances/of cellulose, whether/not combined with text",681310
681389,2007,"Other friction material & articles thereof (eg. sheets, rolls, strips, segments, discs, washers, pads), not mounted, for brakes, for clutches/the like, with a basis of asbestos, of other mineral substances/of cellulose, whether/not combined wit",681310
681390,1996,Other,681310
681390,2002,Other,681310
701091,1996,"Other, of a capacity :-- Exceeding 1 l",701090
701092,1996,"Other, of a capacity :-- Exceeding 0.33 l but not exceeding 1 l",701090
701093,1996,"Other, of a capacity :-- Exceeding 0.15 l but not exceeding 0.33 l",701090
701094,1996,"Other, of a capacity :-- Not exceeding 0.15 l",701090
702000,1996,Other articles of glass.,701200
702000,2002,Other articles of glass.,701200
702000,2007,Other articles of glass.,701200
701322,2007,"Stemware drinking glasses, other than of glass-ceramics , of lead crystal.",701321
701333,2007,"Other drinking glasses, other than of glass ceramics, of lead crystal.",701321
701328,2007,"Other stemware drinking glasses, other than of glass-ceramics/lead crystal.",701329
701337,2007,"Other drinking glasses, other than of glass ceramics/lead crystal.",701329
701341,2007,"Glassware of a kind used for table (other than drinking glasses)/kitchen purposes, other than of glass-ceramics , of lead crystal.",701331
701342,2007,"Glassware of a kind used for table (other than drinking glasses)/kitchen purposes, other than of glass-ceramics , of glass having a linear coefficient of expansion not > 5 x 10<sup>-6</sup> per Kelvin within a temperature range of 0 ¦C to 300 ¦",701332
701349,2007,"Other glassware of a kind used for table (other than drinking glasses)/kitchen purposes, other than of glass-ceramics/lead crystal/of glass having a linear coefficient of expansion not > 5 x 10<sup>-6</sup> per Kelvin within a temperature range",701339
711220,1996,"Of platinum, including metal clad with platinum but excluding sweepings containing other precious metals",711210
711230,2002,Ash containing precious metal or precious metal compounds,711210
711230,2007,Ash containing precious metal/precious metal comps.,711210
711290,1996,Other,711210
711291,2002,"Of gold, including metal clad with gold but excluding sweepings containing other precious metals",711210
711291,2007,"Waste & scrap of gold, incl. metal clad with gold but excl. sweepings containing other precious metals",711210
711292,2002,"Of platinum, including metal clad with platinum but excluding sweepings containing other precious metals",711210
711292,2007,"Waste & scrap of platinum, incl. metal clad with platinum but excl. sweepings containing other precious metals",711210
711299,2002,Other,711210
711299,2007,"Waste & scrap of precious metal/of metal clad with precious metal; other waste & scrap containing precious metal/precious metal compounds, of a kind used principally for the recovery of precious metal, other than gold/platinum, n.e.s. of 71.12",711210
722530,1996,"Other, not further worked than hot-rolled, in coils",722520
722530,2002,"Other, not further worked than hotrolled, in coils",722520
722530,2007,"Other flat-rolled products of other alloy steel, of a width of 600 mm/more, not further worked than hot-rolled, in coils.",722520
722540,1996,"Other, not further worked than hot-rolled, not in coils",722520
722540,2002,"Other, not further worked than hotrolled, not in coils",722520
722540,2007,"Other flat-rolled products of other alloy steel, of a width of 600 mm/more,  not further worked than hot-rolled,  not in coils.",722520
722550,1996,"Other, not further worked than cold-rolled (cold-reduced)",722520
722550,2002,"Other, not further worked than coldrolled (coldreduced)",722520
722550,2007,"Other flat-rolled products of other alloy steel, of a width of 600 mm/more,  not further worked than cold-rolled (cold-reduced),",722520
722591,1996,Other :-- Electrolytically plated or coated with zinc,722520
722591,2002,Electrolytically plated or coated with zinc,722520
722591,2007,"Other n.e.s. in 72.25, flat-rolled products of other alloy steel, of a width of 600 mm/more, of electrolytically plated/coated with zinc.",722520
722592,1996,Other :-- Otherwise plated or coated with zinc,722520
722592,2002,Otherwise plated or coated with zinc,722520
722592,2007,"Other n.e.s. in 72.25, flat-rolled products of other alloy steel, of a width of 600 mm/more, of othw. plated/coated with zinc.",722520
722599,1996,Other,722520
722599,2002,Other,722520
722599,2007,"Other n.e.s. in 72.25, flat-rolled products of other alloy steel, of a width of 600 mm/more, other than of electrolutically/othw. plated/coated with zinc/.",722520
722693,1996,Other :-- Electrolytically plated or coated with zinc,722699
722693,2002,Electrolytically plated or coated with zinc,722699
722694,1996,Other :-- Otherwise plated or coated with zinc,722699
722694,2002,Otherwise plated or coated with zinc,722699
722990,1996,Other,722910
722990,2002,Autres,722910
722990,2007,"Other wire of other alloy steel, other than of silico-manganese steel.",722910
730220,1996,Sleepers (cross-ties),730290
730411,2007,"Line pipe of a kind used for oil/gas pipelines, of stainless steel.",730410
730419,2007,"Line pipe of a kind used for oil/gas pipelines, other than of stainless steel.",730410
730422,2007,"Casing, tubing & drill pipe, of a kind used in drilling for oil/gas, of stainless steel",730421
